#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
tw-judicial-3c500cabfbd59edbb607:en-zh	self-expression	表现自我	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:840	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3c62f0892dbdf6ff753b:zh-en	附条件买卖	conditional sale	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:847	OpenLegalLexicon origin::TW review::source_attributed domain::contracts
tw-judicial-3c62f0892dbdf6ff753b:en-zh	conditional sale	附条件买卖	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:847	OpenLegalLexicon origin::TW review::source_attributed domain::contracts
tw-judicial-3c7b910d115b358817ff:zh-en	招标室	Bidding Room	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:739	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3c7b910d115b358817ff:en-zh	Bidding Room	招标室	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:739	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3c81d903dc165f1b4e55:zh-en	阅卷	Reviewing Case Files and Documents	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1866	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3c81d903dc165f1b4e55:en-zh	Reviewing Case Files and Documents	阅卷	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1866	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3c9bed201841c8ea3d33:zh-en	强制劳动	compulsory labor	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1259	OpenLegalLexicon origin::TW review::source_attributed domain::employment
tw-judicial-3c9bed201841c8ea3d33:en-zh	compulsory labor	强制劳动	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1259	OpenLegalLexicon origin::TW review::source_attributed domain::employment
tw-judicial-3cb8b54bb7a91b2d1422:zh-en	多媒体简报室	Multimedia Room	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:496	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3cb8b54bb7a91b2d1422:en-zh	Multimedia Room	多媒体简报室	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:496	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3cd5b1e21f135bacd734:zh-en	自由贸易港区设置管理条例	Act for the Establishment and Management of Free trade zones	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:534	OpenLegalLexicon origin::TW review::source_attributed domain::trade
tw-judicial-3cd5b1e21f135bacd734:en-zh	Act for the Establishment and Management of Free trade zones	自由贸易港区设置管理条例	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:534	OpenLegalLexicon origin::TW review::source_attributed domain::trade
tw-judicial-3cfa9f4ff5797177f51b:zh-en	营利事业所得税结算查核准则	Guidelines for Assessment of Income Tax Returns on Profit-making Enterprises	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1965	OpenLegalLexicon origin::TW review::source_attributed domain::tax
tw-judicial-3cfa9f4ff5797177f51b:en-zh	Guidelines for Assessment of Income Tax Returns on Profit-making Enterprises	营利事业所得税结算查核准则	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1965	OpenLegalLexicon origin::TW review::source_attributed domain::tax
tw-judicial-3d00eb3a76497a41696e:zh-en	主管地政机关	agency in charge of land administration	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:260	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d00eb3a76497a41696e:en-zh	agency in charge of land administration	主管地政机关	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:260	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d35d7957e05217bbb8b:zh-en	当事人	litigant	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1562	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d35d7957e05217bbb8b:en-zh	litigant	当事人	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1562	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d4964a67f3600222ba3:zh-en	出租耕地	leased farm land	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:274	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d4964a67f3600222ba3:en-zh	leased farm land	出租耕地	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:274	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d65fe76e2a0d806979c:zh-en	明示规定其一者应认为排除其他	expressio unius est enclusio alterius	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:756	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d65fe76e2a0d806979c:en-zh	expressio unius est enclusio alterius	明示规定其一者应认为排除其他	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:756	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d701a500af092ff6094:zh-en	第一届国民大会代表出缺递补补充条例	Act Governing Replacement of Any Vacant Seat of the First Term National Assembly	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1292	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3d701a500af092ff6094:en-zh	Act Governing Replacement of Any Vacant Seat of the First Term National Assembly	第一届国民大会代表出缺递补补充条例	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1292	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3db6f39b78f0c30d685e:zh-en	拘禁	detention	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:751	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3db6f39b78f0c30d685e:en-zh	detention	拘禁	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:751	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3e36a15268cabb36cf15:zh-en	地方货币	local currency	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:489	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3e36a15268cabb36cf15:en-zh	local currency	地方货币	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:489	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3e4b0299fbe754448979:zh-en	提存法	Lodgment Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1415	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3e4b0299fbe754448979:en-zh	Lodgment Act	提存法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1415	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ec4b2ea9a8feb63a41a:zh-en	陆海空军军官服役条例	Armed Forces Officers Service Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1373	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ec4b2ea9a8feb63a41a:en-zh	Armed Forces Officers Service Act	陆海空军军官服役条例	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1373	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ecf7d009c34acd36d3c:zh-en	法律秩序之安定性	stability of the order of law	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:799	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ecf7d009c34acd36d3c:en-zh	stability of the order of law	法律秩序之安定性	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:799	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ed0c80c243241103c30:zh-en	入出国及移民法	Immigration Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:22	OpenLegalLexicon origin::TW review::source_attributed domain::civil
tw-judicial-3ed0c80c243241103c30:en-zh	Immigration Act	入出国及移民法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:22	OpenLegalLexicon origin::TW review::source_attributed domain::civil
tw-judicial-3ef9485e7990e20392b5:zh-en	立法机关	legislative body	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:419	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3ef9485e7990e20392b5:en-zh	legislative body	立法机关	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:419	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3efcebe7b05320c68d5f:zh-en	公法	public law	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:151	OpenLegalLexicon origin::TW review::source_attributed domain::administrative
tw-judicial-3efcebe7b05320c68d5f:en-zh	public law	公法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:151	OpenLegalLexicon origin::TW review::source_attributed domain::administrative
tw-judicial-3f172215317504a08fa5:zh-en	判决	judgment	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:618	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-3f172215317504a08fa5:en-zh	judgment	判决	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:618	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-3f4e9216f2f9c99cdada:zh-en	耕地租赁契约之终止	ending a cultivated farmland lease contract	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1079	OpenLegalLexicon origin::TW review::source_attributed domain::contracts
tw-judicial-3f4e9216f2f9c99cdada:en-zh	ending a cultivated farmland lease contract	耕地租赁契约之终止	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1079	OpenLegalLexicon origin::TW review::source_attributed domain::contracts
tw-judicial-3f515f2f48ffcaff5f95:zh-en	大礼堂	Auditorium	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:61	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f515f2f48ffcaff5f95:en-zh	Auditorium	大礼堂	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:61	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f6fbbf1947af72b988f:zh-en	直辖市	special (Executive-Yuan-governed) municipality	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:821	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f6fbbf1947af72b988f:en-zh	special (Executive-Yuan-governed) municipality	直辖市	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:821	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f919210688a29ac3203:zh-en	自用住宅用地	residential land for own use	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:531	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f919210688a29ac3203:en-zh	residential land for own use	自用住宅用地	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:531	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f933017d0d41c6a06d7:zh-en	法人清算终结登记	Registration of the completion of the liquidation of Juridical Person	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:762	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-3f933017d0d41c6a06d7:en-zh	Registration of the completion of the liquidation of Juridical Person	法人清算终结登记	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:762	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40279d30f929791eb28c:zh-en	侵害鉴定专业机构	professional infringement analysis agencies	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:860	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40279d30f929791eb28c:en-zh	professional infringement analysis agencies	侵害鉴定专业机构	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:860	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-403e9f6d5eb1b36122d4:zh-en	实任检察官	commissioned prosecutor	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1640	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-403e9f6d5eb1b36122d4:en-zh	commissioned prosecutor	实任检察官	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1640	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-403efcd5432bd6a7aa40:zh-en	工程受益费征收条例	Statute for Collection of Community Development Fees by Construction Project	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:69	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-403efcd5432bd6a7aa40:en-zh	Statute for Collection of Community Development Fees by Construction Project	工程受益费征收条例	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:69	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-404e1aa887cf3e41f357:zh-en	印花税法	Stamp Tax Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:465	OpenLegalLexicon origin::TW review::source_attributed domain::tax
tw-judicial-404e1aa887cf3e41f357:en-zh	Stamp Tax Act	印花税法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:465	OpenLegalLexicon origin::TW review::source_attributed domain::tax
tw-judicial-40a10785d31cceb63a1f:zh-en	职业上之义务	professional duties	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2010	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40a10785d31cceb63a1f:en-zh	professional duties	职业上之义务	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2010	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40c7d7b2ff6389e7a0c3:zh-en	再诉愿	administrative re-appeal	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:449	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-40c7d7b2ff6389e7a0c3:en-zh	administrative re-appeal	再诉愿	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:449	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-40c81635f8740f2008a7:zh-en	参事	Counselor	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1159	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40c81635f8740f2008a7:en-zh	Counselor	参事	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1159	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40cafaedc48c17379053:zh-en	水利法	Water Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:247	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40cafaedc48c17379053:en-zh	Water Act	水利法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:247	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40d70ad823050788bf05:zh-en	陆海空军审判法	Armed Forces Trial Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1376	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-40d70ad823050788bf05:en-zh	Armed Forces Trial Act	陆海空军审判法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1376	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-40e1ce72bd63137770e1:zh-en	共有物	common property	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:447	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40e1ce72bd63137770e1:en-zh	common property	共有物	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:447	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40e3c103ee14345d16fb:zh-en	台湾省工厂工人退休规则	Regulations Governing the Retirement of the Factory Workers of Taiwan Province	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:324	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40e3c103ee14345d16fb:en-zh	Regulations Governing the Retirement of the Factory Workers of Taiwan Province	台湾省工厂工人退休规则	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:324	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-40eeb233b3627e5cf385:zh-en	比例原则	principle of proportionality (Verhaltnismasigkeitsprinzip)	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:244	OpenLegalLexicon origin::TW review::source_attributed domain::constitutional
tw-judicial-40eeb233b3627e5cf385:en-zh	principle of proportionality (Verhaltnismasigkeitsprinzip)	比例原则	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:244	OpenLegalLexicon origin::TW review::source_attributed domain::constitutional
tw-judicial-411e11a3e1a536f9d2e2:zh-en	书面通知	written notice	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1013	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-411e11a3e1a536f9d2e2:en-zh	written notice	书面通知	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1013	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4123560671d7722744d5:zh-en	代位继承	inheritance in subrogation	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:267	OpenLegalLexicon origin::TW review::source_attributed domain::family
tw-judicial-4123560671d7722744d5:en-zh	inheritance in subrogation	代位继承	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:267	OpenLegalLexicon origin::TW review::source_attributed domain::family
tw-judicial-412e16849d69fd4079ea:zh-en	民事执行处	Civil Execution Department	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:372	OpenLegalLexicon origin::TW review::source_attributed domain::civil
tw-judicial-412e16849d69fd4079ea:en-zh	Civil Execution Department	民事执行处	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:372	OpenLegalLexicon origin::TW review::source_attributed domain::civil
tw-judicial-4131552e347bc2846270:zh-en	宣誓	swear oath	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:891	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4131552e347bc2846270:en-zh	swear oath	宣誓	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:891	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-414258cf0b1d9be9c1f9:zh-en	驻卫警	Security Guard	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1875	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-414258cf0b1d9be9c1f9:en-zh	Security Guard	驻卫警	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1875	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4151a1136b696b9e93dc:zh-en	心理辅导	Psychological Counseling	来源地区 TW / 法域 待核查 / 少年及家事廳		tw-judicial:230	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4151a1136b696b9e93dc:en-zh	Psychological Counseling	心理辅导	来源地区 TW / 法域 待核查 / 少年及家事廳		tw-judicial:230	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-416c96ccda589b87f10c:zh-en	警察刑事纪录证明核发条例	Act Governing Issuance of Police Criminal Record Certificates	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2090	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-416c96ccda589b87f10c:en-zh	Act Governing Issuance of Police Criminal Record Certificates	警察刑事纪录证明核发条例	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2090	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-416d28e480aeaf6e40b5:zh-en	书记官长	Chief Clerk	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1016	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-416d28e480aeaf6e40b5:en-zh	Chief Clerk	书记官长	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1016	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-41809f13a0f5fe4fd08d:zh-en	自我负责机制	self-responsible mechanism	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:536	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-41809f13a0f5fe4fd08d:en-zh	self-responsible mechanism	自我负责机制	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:536	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-41a8cc75f708febdbe43:zh-en	认证	attest	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1764	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-41a8cc75f708febdbe43:en-zh	attest	认证	来源地区 TW / 法域 待核查 / 民事廳		tw-judicial:1764	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-41b8793d4d23e8110d64:zh-en	诉愿	administrative appeals	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1497	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-41b8793d4d23e8110d64:en-zh	administrative appeals	诉愿	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1497	OpenLegalLexicon origin::TW review::source_attributed domain::dispute_resolution
tw-judicial-42039f20887b65c1de1a:zh-en	保险	Insurance	来源地区 TW / 法域 待核查 / 人事處		tw-judicial:868	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-42039f20887b65c1de1a:en-zh	Insurance	保险	来源地区 TW / 法域 待核查 / 人事處		tw-judicial:868	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4205cb633366d4b664d2:zh-en	事假	Paid Leave for Personal Affair	来源地区 TW / 法域 待核查 / 人事處		tw-judicial:689	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4205cb633366d4b664d2:en-zh	Paid Leave for Personal Affair	事假	来源地区 TW / 法域 待核查 / 人事處		tw-judicial:689	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-421f604f63a7cdb8397c:zh-en	公务人员保险法施行细则	Enforcement Rules of the Public Functionaries Insurance Act	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:165	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-421f604f63a7cdb8397c:en-zh	Enforcement Rules of the Public Functionaries Insurance Act	公务人员保险法施行细则	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:165	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-422f6c2b65fe2527f9ba:zh-en	外交部组织法	Organization Act of the Ministry of Foreign Affairs, Executive Yuan	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:331	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-422f6c2b65fe2527f9ba:en-zh	Organization Act of the Ministry of Foreign Affairs, Executive Yuan	外交部组织法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:331	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4247f3c46a64fd29148a:zh-en	兵役法施行法	The Enforcement Act of Act of Military Service System	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:614	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4247f3c46a64fd29148a:en-zh	The Enforcement Act of Act of Military Service System	兵役法施行法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:614	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4252a41f6dd31fdfa477:zh-en	变更判例会议	Conference of Alteration of Judicial Precedents	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2108	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4252a41f6dd31fdfa477:en-zh	Conference of Alteration of Judicial Precedents	变更判例会议	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:2108	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4258442dddaa2fd84ab5:zh-en	兵役	military service	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:612	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4258442dddaa2fd84ab5:en-zh	military service	兵役	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:612	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-4273164553cd726f8f10:zh-en	被继承人财产	decedent's estate	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1343	OpenLegalLexicon origin::TW review::source_attributed domain::family
tw-judicial-4273164553cd726f8f10:en-zh	decedent's estate	被继承人财产	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:1343	OpenLegalLexicon origin::TW review::source_attributed domain::family
tw-judicial-42c6806566d297e01e9e:zh-en	行政诉愿	administrative appeal	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:588	OpenLegalLexicon origin::TW review::source_attributed domain::administrative domain::dispute_resolution
tw-judicial-42c6806566d297e01e9e:en-zh	administrative appeal	行政诉愿	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:588	OpenLegalLexicon origin::TW review::source_attributed domain::administrative domain::dispute_resolution
tw-judicial-42c965b407dba2c709ac:zh-en	学习律师席	Intern﹙Attorney﹚	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1889	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-42c965b407dba2c709ac:en-zh	Intern﹙Attorney﹚	学习律师席	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1889	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-42cfea76c7b089da6b5a:zh-en	开标室	Bidding Room	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1515	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-42cfea76c7b089da6b5a:en-zh	Bidding Room	开标室	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:1515	OpenLegalLexicon origin::TW review::source_attributed domain::unclassified
tw-judicial-42d4907457164f99631e:zh-en	刑事第一法庭	Criminal Court Room 1	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:458	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-42d4907457164f99631e:en-zh	Criminal Court Room 1	刑事第一法庭	来源地区 TW / 法域 待核查 / 司法行政廳		tw-judicial:458	OpenLegalLexicon origin::TW review::source_attributed domain::criminal
tw-judicial-43129a752ff353587eef:zh-en	兼营营业人营业税额计算办法	Regulations for the Computation of Business Tax for Dual-Status Business Entities	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:980	OpenLegalLexicon origin::TW review::source_attributed domain::tax
tw-judicial-43129a752ff353587eef:en-zh	Regulations for the Computation of Business Tax for Dual-Status Business Entities	兼营营业人营业税额计算办法	来源地区 TW / 法域 待核查 / 憲法法庭書記廳		tw-judicial:980	OpenLegalLexicon origin::TW review::source_attributed domain::tax
