#separator:Tab
#html:false
#tags column:7
#columns:ID	Front	Back	Scope	Note	Source	Tags
cn-joint-several-guarantee:en-zh	joint and several guarantee	连带责任保证	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	约定保证人与债务人就债务承担连带责任的保证方式。 债务人不履行到期债务等情形发生时，债权人可请求保证人在其保证范围内承担责任。 项目释译，非官方译文；与一般保证分列，不以英文 guarantee 单独推断责任方式。	oll-cn-core:cn-joint-several-guarantee | 中华人民共和国民法典（2020） 第688条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::contracts domain::finance jurisdiction::CN
cn-joint-stock-company:zh-en	股份有限公司	joint stock company	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	依公司法设立、股东以认购股份为限对公司承担责任的公司类型。 股东责任以认购股份为限，不表示公司对债务也仅承担部分责任。 项目释译，非官方译文；本词不意味着该公司必然上市。	oll-cn-core:cn-joint-stock-company | 中华人民共和国公司法（2023修订） 第2,3,4条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-joint-stock-company:en-zh	joint stock company	股份有限公司	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国公司法（2023修订）	依公司法设立、股东以认购股份为限对公司承担责任的公司类型。 股东责任以认购股份为限，不表示公司对债务也仅承担部分责任。 项目释译，非官方译文；本词不意味着该公司必然上市。	oll-cn-core:cn-joint-stock-company | 中华人民共和国公司法（2023修订） 第2,3,4条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company jurisdiction::CN
cn-labor-confidentiality-obligation:zh-en	保密义务	confidentiality obligation	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动关系中，劳动者依约对用人单位商业秘密和与知识产权相关的保密事项承担的保密责任。 劳动合同法允许在劳动合同中约定相关保密事项；负有保密义务的人员还可能依法约定竞业限制。 项目释译，非官方译文；confidentiality obligation 仅概括本条劳动合同语境，不替代商业秘密法的完整义务体系。	oll-cn-admin-labor:cn-labor-confidentiality-obligation | 中华人民共和国劳动合同法（2012修正） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment domain::intellectual_property jurisdiction::CN
cn-labor-confidentiality-obligation:en-zh	confidentiality obligation	保密义务	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动关系中，劳动者依约对用人单位商业秘密和与知识产权相关的保密事项承担的保密责任。 劳动合同法允许在劳动合同中约定相关保密事项；负有保密义务的人员还可能依法约定竞业限制。 项目释译，非官方译文；confidentiality obligation 仅概括本条劳动合同语境，不替代商业秘密法的完整义务体系。	oll-cn-admin-labor:cn-labor-confidentiality-obligation | 中华人民共和国劳动合同法（2012修正） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment domain::intellectual_property jurisdiction::CN
cn-labor-contract-termination:zh-en	劳动合同终止	termination of an employment contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同因期满、劳动者依法开始享受基本养老保险待遇、主体死亡或用人单位破产解散等法定事由而终止。 “终止”与“解除”在劳动合同法中是不同制度用语；第四十四条列举终止事由，不能把所有劳动关系结束都一概标成同一种原因。 项目释译，非官方译文；termination 在英文中可能同时覆盖中文的解除和终止，使用时应结合中文制度标签与条文依据。	oll-cn-admin-labor:cn-labor-contract-termination | 中华人民共和国劳动合同法（2012修正） 第44条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-contract-termination:en-zh	termination of an employment contract	劳动合同终止	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同因期满、劳动者依法开始享受基本养老保险待遇、主体死亡或用人单位破产解散等法定事由而终止。 “终止”与“解除”在劳动合同法中是不同制度用语；第四十四条列举终止事由，不能把所有劳动关系结束都一概标成同一种原因。 项目释译，非官方译文；termination 在英文中可能同时覆盖中文的解除和终止，使用时应结合中文制度标签与条文依据。	oll-cn-admin-labor:cn-labor-contract-termination | 中华人民共和国劳动合同法（2012修正） 第44条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-contract-types:zh-en	劳动合同类型	types of employment contracts	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同法按期限安排将劳动合同分为固定期限、无固定期限以及以完成一定工作任务为期限三类。 “固定期限”和“无固定期限”是法定分类；第三类以完成一定工作任务作为期限边界。 项目释译，非官方译文；types of employment contracts 表示第十二条的法定分类。	oll-cn-admin-labor:cn-labor-contract-types | 中华人民共和国劳动合同法（2012修正） 第12条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-contract-types:en-zh	types of employment contracts	劳动合同类型	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同法按期限安排将劳动合同分为固定期限、无固定期限以及以完成一定工作任务为期限三类。 “固定期限”和“无固定期限”是法定分类；第三类以完成一定工作任务作为期限边界。 项目释译，非官方译文；types of employment contracts 表示第十二条的法定分类。	oll-cn-admin-labor:cn-labor-contract-types | 中华人民共和国劳动合同法（2012修正） 第12条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-dispatch-agency:zh-en	劳务派遣单位	labor dispatch agency	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	依法经营劳务派遣业务、与被派遣劳动者建立劳动合同关系并承担用人单位义务的单位。 第五十八条明确劳务派遣单位属于本法所称用人单位，并要求其与被派遣劳动者订立二年以上固定期限劳动合同、按月支付劳动报酬等。 项目释译，非官方译文；labor dispatch agency 指派遣单位，不等同于接受被派遣劳动者实际用工的用工单位。	oll-cn-admin-labor:cn-labor-dispatch-agency | 中华人民共和国劳动合同法（2012修正） 第58条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-dispatch-agency:en-zh	labor dispatch agency	劳务派遣单位	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	依法经营劳务派遣业务、与被派遣劳动者建立劳动合同关系并承担用人单位义务的单位。 第五十八条明确劳务派遣单位属于本法所称用人单位，并要求其与被派遣劳动者订立二年以上固定期限劳动合同、按月支付劳动报酬等。 项目释译，非官方译文；labor dispatch agency 指派遣单位，不等同于接受被派遣劳动者实际用工的用工单位。	oll-cn-admin-labor:cn-labor-dispatch-agency | 中华人民共和国劳动合同法（2012修正） 第58条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-dispatch-license:zh-en	劳务派遣经营许可	labor dispatch business permit	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	经营劳务派遣业务前，经营主体依法向劳动行政部门申请并取得的行政许可。 第五十七条同时规定注册资本、经营场所设施、管理制度等经营条件；未经许可不得经营劳务派遣业务。 项目释译，非官方译文；business permit 强调开展劳务派遣业务所需行政许可。	oll-cn-admin-labor:cn-labor-dispatch-license | 中华人民共和国劳动合同法（2012修正） 第57条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-dispatch-license:en-zh	labor dispatch business permit	劳务派遣经营许可	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	经营劳务派遣业务前，经营主体依法向劳动行政部门申请并取得的行政许可。 第五十七条同时规定注册资本、经营场所设施、管理制度等经营条件；未经许可不得经营劳务派遣业务。 项目释译，非官方译文；business permit 强调开展劳务派遣业务所需行政许可。	oll-cn-admin-labor:cn-labor-dispatch-license | 中华人民共和国劳动合同法（2012修正） 第57条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-economic-compensation:zh-en	经济补偿	statutory economic compensation	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	在劳动合同解除或终止的法定情形下，用人单位依法向劳动者支付的补偿。 第四十六条规定触发情形，第四十七条以劳动者在本单位工作年限和月工资等因素规定基本计算方法；不要与竞业限制期间按月支付的经济补偿混同。 项目释译，非官方译文；采用 statutory economic compensation 保留中国法制度特征，severance pay 可作语境性近似但并非完全等同。	oll-cn-admin-labor:cn-labor-economic-compensation | 中华人民共和国劳动合同法（2012修正） 第46,47条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-economic-compensation:en-zh	statutory economic compensation	经济补偿	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	在劳动合同解除或终止的法定情形下，用人单位依法向劳动者支付的补偿。 第四十六条规定触发情形，第四十七条以劳动者在本单位工作年限和月工资等因素规定基本计算方法；不要与竞业限制期间按月支付的经济补偿混同。 项目释译，非官方译文；采用 statutory economic compensation 保留中国法制度特征，severance pay 可作语境性近似但并非完全等同。	oll-cn-admin-labor:cn-labor-economic-compensation | 中华人民共和国劳动合同法（2012修正） 第46,47条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employee-immediate-termination:zh-en	劳动者即时解除劳动合同	immediate termination of an employment contract by the employee	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	在用人单位以暴力、威胁、非法限制人身自由强迫劳动，或者违章指挥、强令冒险作业危及劳动者人身安全等法定严重情形下，劳动者无需事先告知即可立即解除劳动合同。 第三十八条还列有其他劳动者可以解除合同的情形；“立即解除且无需事先告知”特指该条第二款列举的严重情形。 项目释译，非官方译文；immediate termination 强调无需事先通知的法定情形，不概括第三十八条全部解除权。	oll-cn-admin-labor:cn-labor-employee-immediate-termination | 中华人民共和国劳动合同法（2012修正） 第38条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employee-immediate-termination:en-zh	immediate termination of an employment contract by the employee	劳动者即时解除劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	在用人单位以暴力、威胁、非法限制人身自由强迫劳动，或者违章指挥、强令冒险作业危及劳动者人身安全等法定严重情形下，劳动者无需事先告知即可立即解除劳动合同。 第三十八条还列有其他劳动者可以解除合同的情形；“立即解除且无需事先告知”特指该条第二款列举的严重情形。 项目释译，非官方译文；immediate termination 强调无需事先通知的法定情形，不概括第三十八条全部解除权。	oll-cn-admin-labor:cn-labor-employee-immediate-termination | 中华人民共和国劳动合同法（2012修正） 第38条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employee-notice-termination:zh-en	劳动者预告解除劳动合同	employee termination of an employment contract by notice	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动者按照法定提前通知期限向用人单位通知后解除劳动合同的方式。 一般情形下劳动者应提前三十日以书面形式通知；试用期内提前三日通知即可，条文未对试用期三日通知另行写明必须采用书面形式。 项目释译，非官方译文；termination by notice 用于描述第三十七条劳动者依法预告解除。	oll-cn-admin-labor:cn-labor-employee-notice-termination | 中华人民共和国劳动合同法（2012修正） 第37条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employee-notice-termination:en-zh	employee termination of an employment contract by notice	劳动者预告解除劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动者按照法定提前通知期限向用人单位通知后解除劳动合同的方式。 一般情形下劳动者应提前三十日以书面形式通知；试用期内提前三日通知即可，条文未对试用期三日通知另行写明必须采用书面形式。 项目释译，非官方译文；termination by notice 用于描述第三十七条劳动者依法预告解除。	oll-cn-admin-labor:cn-labor-employee-notice-termination | 中华人民共和国劳动合同法（2012修正） 第37条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employment-relationship:zh-en	劳动关系	employment relationship	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者因实际用工而依法建立的劳动法律关系。 劳动合同法第七条以“用工之日”作为劳动关系建立的时间点；即使劳动合同在用工前订立，劳动关系仍自实际用工之日起建立。 项目释译，非官方译文；employment relationship 指劳动法意义上的关系，不等同于任意劳务或承揽关系。	oll-cn-admin-labor:cn-labor-employment-relationship | 中华人民共和国劳动合同法（2012修正） 第7,10条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-employment-relationship:en-zh	employment relationship	劳动关系	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者因实际用工而依法建立的劳动法律关系。 劳动合同法第七条以“用工之日”作为劳动关系建立的时间点；即使劳动合同在用工前订立，劳动关系仍自实际用工之日起建立。 项目释译，非官方译文；employment relationship 指劳动法意义上的关系，不等同于任意劳务或承揽关系。	oll-cn-admin-labor:cn-labor-employment-relationship | 中华人民共和国劳动合同法（2012修正） 第7,10条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-fixed-term-contract:zh-en	固定期限劳动合同	fixed-term employment contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者约定明确合同终止时间的劳动合同。 固定期限合同可以经双方协商一致订立；“固定期限”强调合同有约定的终止时间。 项目释译，非官方译文；fixed-term employment contract 是本项目统一译法。	oll-cn-admin-labor:cn-labor-fixed-term-contract | 中华人民共和国劳动合同法（2012修正） 第13条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-fixed-term-contract:en-zh	fixed-term employment contract	固定期限劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者约定明确合同终止时间的劳动合同。 固定期限合同可以经双方协商一致订立；“固定期限”强调合同有约定的终止时间。 项目释译，非官方译文；fixed-term employment contract 是本项目统一译法。	oll-cn-admin-labor:cn-labor-fixed-term-contract | 中华人民共和国劳动合同法（2012修正） 第13条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-mutual-termination:zh-en	协商解除劳动合同	termination of an employment contract by mutual agreement	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者经协商一致解除劳动合同。 第三十六条规定双方协商一致即可解除；是否产生法定经济补偿还要结合第四十六条等规定判断。 项目释译，非官方译文；by mutual agreement 强调双方一致，不表示所有协议解除的补偿后果相同。	oll-cn-admin-labor:cn-labor-mutual-termination | 中华人民共和国劳动合同法（2012修正） 第36,46条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-mutual-termination:en-zh	termination of an employment contract by mutual agreement	协商解除劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者经协商一致解除劳动合同。 第三十六条规定双方协商一致即可解除；是否产生法定经济补偿还要结合第四十六条等规定判断。 项目释译，非官方译文；by mutual agreement 强调双方一致，不表示所有协议解除的补偿后果相同。	oll-cn-admin-labor:cn-labor-mutual-termination | 中华人民共和国劳动合同法（2012修正） 第36,46条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-noncompete:zh-en	竞业限制	non-compete restriction	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与特定负有保密义务的劳动者依法约定，在劳动合同解除或终止后一定范围、地域和期限内限制其从事竞争业务的安排。 适用人员限于高级管理人员、高级技术人员和其他负有保密义务人员；约定不得违法，解除或终止劳动合同后的竞业限制期限不得超过二年。 项目释译，非官方译文；non-compete restriction 用于劳动合同法语境，不表示所有竞业限制约定当然有效。	oll-cn-admin-labor:cn-labor-noncompete | 中华人民共和国劳动合同法（2012修正） 第23,24条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-noncompete:en-zh	non-compete restriction	竞业限制	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与特定负有保密义务的劳动者依法约定，在劳动合同解除或终止后一定范围、地域和期限内限制其从事竞争业务的安排。 适用人员限于高级管理人员、高级技术人员和其他负有保密义务人员；约定不得违法，解除或终止劳动合同后的竞业限制期限不得超过二年。 项目释译，非官方译文；non-compete restriction 用于劳动合同法语境，不表示所有竞业限制约定当然有效。	oll-cn-admin-labor:cn-labor-noncompete | 中华人民共和国劳动合同法（2012修正） 第23,24条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-noncompete-compensation:zh-en	竞业限制经济补偿	economic compensation for a non-compete restriction	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同解除或者终止后，在约定竞业限制期限内由用人单位按约定按月向受限制劳动者支付的经济补偿。 第二十三条把离职后的按月经济补偿与竞业限制约定相联系；它与第四十六、四十七条所称解除或终止劳动合同的法定经济补偿不是同一语境。 项目释译，非官方译文；为避免与一般 statutory economic compensation 混同，英文显式带 non-compete restriction。	oll-cn-admin-labor:cn-labor-noncompete-compensation | 中华人民共和国劳动合同法（2012修正） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-noncompete-compensation:en-zh	economic compensation for a non-compete restriction	竞业限制经济补偿	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同解除或者终止后，在约定竞业限制期限内由用人单位按约定按月向受限制劳动者支付的经济补偿。 第二十三条把离职后的按月经济补偿与竞业限制约定相联系；它与第四十六、四十七条所称解除或终止劳动合同的法定经济补偿不是同一语境。 项目释译，非官方译文；为避免与一般 statutory economic compensation 混同，英文显式带 non-compete restriction。	oll-cn-admin-labor:cn-labor-noncompete-compensation | 中华人民共和国劳动合同法（2012修正） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-open-ended-contract:zh-en	无固定期限劳动合同	open-ended employment contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者约定没有确定终止时间的劳动合同。 除协商订立外，法律还列举连续工作年限、连续订立固定期限合同等应当订立的情形；自用工之日起满一年未订立书面合同的，法律规定视为已订立无固定期限劳动合同。 项目释译，非官方译文；open-ended 不表示合同永远不能解除或终止，而是没有预先确定的终止时间。	oll-cn-admin-labor:cn-labor-open-ended-contract | 中华人民共和国劳动合同法（2012修正） 第14条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-open-ended-contract:en-zh	open-ended employment contract	无固定期限劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者约定没有确定终止时间的劳动合同。 除协商订立外，法律还列举连续工作年限、连续订立固定期限合同等应当订立的情形；自用工之日起满一年未订立书面合同的，法律规定视为已订立无固定期限劳动合同。 项目释译，非官方译文；open-ended 不表示合同永远不能解除或终止，而是没有预先确定的终止时间。	oll-cn-admin-labor:cn-labor-open-ended-contract | 中华人民共和国劳动合同法（2012修正） 第14条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-probation-period:zh-en	试用期	probationary period	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同中依法约定、用于劳动关系初期考察且受合同期限和次数等法定限制的期间。 试用期最长长度随劳动合同期限变化；同一用人单位与同一劳动者只能约定一次，且试用期包含在劳动合同期限内。 项目释译，非官方译文；probationary period 指劳动合同法上的试用期。	oll-cn-admin-labor:cn-labor-probation-period | 中华人民共和国劳动合同法（2012修正） 第19条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-probation-period:en-zh	probationary period	试用期	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	劳动合同中依法约定、用于劳动关系初期考察且受合同期限和次数等法定限制的期间。 试用期最长长度随劳动合同期限变化；同一用人单位与同一劳动者只能约定一次，且试用期包含在劳动合同期限内。 项目释译，非官方译文；probationary period 指劳动合同法上的试用期。	oll-cn-admin-labor:cn-labor-probation-period | 中华人民共和国劳动合同法（2012修正） 第19条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-service-period:zh-en	服务期	service period	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位为劳动者提供专项培训费用并进行专业技术培训时，双方可依法约定劳动者承担的服务期限。 违反服务期约定时可以约定违约金，但违约金不得超过培训费用，实际要求支付的金额也不得超过未履行服务期所分摊的培训费用。 项目释译，非官方译文；service period 在此是专项培训背景下的法定约定概念，不是一般工龄。	oll-cn-admin-labor:cn-labor-service-period | 中华人民共和国劳动合同法（2012修正） 第22条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-service-period:en-zh	service period	服务期	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位为劳动者提供专项培训费用并进行专业技术培训时，双方可依法约定劳动者承担的服务期限。 违反服务期约定时可以约定违约金，但违约金不得超过培训费用，实际要求支付的金额也不得超过未履行服务期所分摊的培训费用。 项目释译，非官方译文；service period 在此是专项培训背景下的法定约定概念，不是一般工龄。	oll-cn-admin-labor:cn-labor-service-period | 中华人民共和国劳动合同法（2012修正） 第22条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-written-contract:zh-en	书面劳动合同	written employment contract	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者以书面形式订立的劳动合同。 建立劳动关系原则上应订立书面劳动合同；已实际用工但未同时订立的，应当自用工之日起一个月内订立。 项目释译，非官方译文；employment contract 在本项目中对应劳动合同，避免与一般 service contract 混同。	oll-cn-admin-labor:cn-labor-written-contract | 中华人民共和国劳动合同法（2012修正） 第10条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-labor-written-contract:en-zh	written employment contract	书面劳动合同	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国劳动合同法（2012修正）	用人单位与劳动者以书面形式订立的劳动合同。 建立劳动关系原则上应订立书面劳动合同；已实际用工但未同时订立的，应当自用工之日起一个月内订立。 项目释译，非官方译文；employment contract 在本项目中对应劳动合同，避免与一般 service contract 混同。	oll-cn-admin-labor:cn-labor-written-contract | 中华人民共和国劳动合同法（2012修正） 第10条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5193025/content.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::employment jurisdiction::CN
cn-legal-person:zh-en	法人	legal person	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法独立享有民事权利和承担民事义务，并具有民事权利能力与行为能力的组织。 法人以其全部财产独立承担民事责任；法人与代表其活动的自然人是不同主体。 项目释译，非官方译文；legal person 指组织；不能用来指公司的法定代表人。	oll-cn-core:cn-legal-person | 中华人民共和国民法典（2020） 第57,60条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil domain::company jurisdiction::CN
cn-legal-person:en-zh	legal person	法人	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法独立享有民事权利和承担民事义务，并具有民事权利能力与行为能力的组织。 法人以其全部财产独立承担民事责任；法人与代表其活动的自然人是不同主体。 项目释译，非官方译文；legal person 指组织；不能用来指公司的法定代表人。	oll-cn-core:cn-legal-person | 中华人民共和国民法典（2020） 第57,60条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::core domain::civil domain::company jurisdiction::CN
cn-legal-representative:zh-en	法定代表人	legal representative of a legal person	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法律或者法人章程代表法人从事民事活动的负责人。 其以法人名义从事民事活动的法律后果由法人承受；内部代表权限制不得对抗善意相对人。 项目释译，非官方译文；加上 of a legal person 以区别一般律师或代理人。	oll-cn-core:cn-legal-representative | 中华人民共和国民法典（2020） 第61条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company domain::civil jurisdiction::CN
cn-legal-representative:en-zh	legal representative of a legal person	法定代表人	来源地区 INTERNATIONAL / 法域 CN / 中华人民共和国民法典（2020）	依法律或者法人章程代表法人从事民事活动的负责人。 其以法人名义从事民事活动的法律后果由法人承受；内部代表权限制不得对抗善意相对人。 项目释译，非官方译文；加上 of a legal person 以区别一般律师或代理人。	oll-cn-core:cn-legal-representative | 中华人民共和国民法典（2020） 第61条 https://www.court.gov.cn/zixun/xiangqing/233181.html	OpenLegalLexicon origin::INTERNATIONAL review::project_authored domain::company domain::civil jurisdiction::CN
